from,to,carrier,departure,days_to_departure,price
Moscow,Simferopol,Аэрофлот,2015-04-24,2,3818
Moscow,Simferopol,Аэрофлот,2015-04-24,3,3961
Moscow,Simferopol,Аэрофлот,2015-04-24,4,4331
Moscow,Simferopol,Аэрофлот,2015-04-24,5,4071
Moscow,Simferopol,Аэрофлот,2015-04-24,6,4000
Moscow,Simferopol,Аэрофлот,2015-04-24,7,4529
Moscow,Simferopol,Аэрофлот,2015-04-24,10,3909
Moscow,Simferopol,Аэрофлот,2015-04-24,16,4270
Moscow,Simferopol,Аэрофлот,2015-04-24,17,3909
Moscow,Simferopol,Аэрофлот,2015-04-24,19,3909
Moscow,Simferopol,Аэрофлот,2015-04-24,20,4002
Moscow,Simferopol,Аэрофлот,2015-04-24,21,3726
Moscow,Simferopol,Аэрофлот,2015-04-24,22,4079
Moscow,Simferopol,Аэрофлот,2015-04-24,23,4640
Moscow,Simferopol,Аэрофлот,2015-04-24,27,5868
Moscow,Simferopol,Аэрофлот,2015-04-24,31,4640
Moscow,Simferopol,Аэрофлот,2015-04-24,32,4640
Moscow,Simferopol,Аэрофлот,2015-04-24,38,5458
Moscow,Simferopol,Аэрофлот,2015-04-24,39,6048
Moscow,Simferopol,Аэрофлот,2015-04-24,42,4640
Moscow,Simferopol,Аэрофлот,2015-04-24,43,5868
Moscow,Simferopol,Аэрофлот,2015-04-24,45,4640
Moscow,Simferopol,Аэрофлот,2015-04-24,47,4846
Moscow,Simferopol,Аэрофлот,2015-04-24,48,4640
Moscow,Simferopol,Аэрофлот,2015-04-24,51,4885
Moscow,Simferopol,Аэрофлот,2015-04-24,57,4640
Moscow,Simferopol,Аэрофлот,2015-04-24,73,7429
Moscow,Simferopol,Аэрофлот,2015-04-24,80,4643
Moscow,Simferopol,Аэрофлот,2015-04-24,84,5736
Moscow,Simferopol,Аэрофлот,2015-04-24,88,4176
Moscow,Simferopol,Аэрофлот,2015-04-23,0,4325
Moscow,Simferopol,Аэрофлот,2015-04-23,1,4333
Moscow,Simferopol,Аэрофлот,2015-04-23,2,3750
Moscow,Simferopol,Аэрофлот,2015-04-23,4,3750
Moscow,Simferopol,Аэрофлот,2015-04-23,8,4760
Moscow,Simferopol,Аэрофлот,2015-04-23,9,3968
Moscow,Simferopol,Аэрофлот,2015-04-23,12,3801
Moscow,Simferopol,Аэрофлот,2015-04-23,13,4894
Moscow,Simferopol,Аэрофлот,2015-04-23,15,3902
Moscow,Simferopol,Аэрофлот,2015-04-23,17,3909
Moscow,Simferopol,Аэрофлот,2015-04-23,18,3801
Moscow,Simferopol,Аэрофлот,2015-04-23,21,3909
Moscow,Simferopol,Аэрофлот,2015-04-23,26,4859
Moscow,Simferopol,Аэрофлот,2015-04-23,27,4885
Moscow,Simferopol,Аэрофлот,2015-04-23,28,5049
Moscow,Simferopol,Аэрофлот,2015-04-23,31,3093
Moscow,Simferopol,Аэрофлот,2015-04-23,44,4640
Moscow,Simferopol,Аэрофлот,2015-04-23,54,5868
Moscow,Simferopol,Аэрофлот,2015-04-23,79,4643
Moscow,Simferopol,Аэрофлот,2015-04-22,0,4790
Moscow,Simferopol,Аэрофлот,2015-04-22,1,4226
Moscow,Simferopol,Аэрофлот,2015-04-22,2,5029
Moscow,Simferopol,Аэрофлот,2015-04-22,3,4500
Moscow,Simferopol,Аэрофлот,2015-04-22,4,3818
Moscow,Simferopol,Аэрофлот,2015-04-22,5,3750
Moscow,Simferopol,Аэрофлот,2015-04-22,6,4760
Moscow,Simferopol,Аэрофлот,2015-04-22,8,3902
Moscow,Simferopol,Аэрофлот,2015-04-22,9,3902
Moscow,Simferopol,Аэрофлот,2015-04-22,11,3902
Moscow,Simferopol,Аэрофлот,2015-04-22,12,3909
Moscow,Simferopol,Аэрофлот,2015-04-22,13,4760
Moscow,Simferopol,Аэрофлот,2015-04-22,14,3902
Moscow,Simferopol,Аэрофлот,2015-04-22,15,3909
Moscow,Simferopol,Аэрофлот,2015-04-22,17,3909
Moscow,Simferopol,Аэрофлот,2015-04-22,18,4139
Moscow,Simferopol,Аэрофлот,2015-04-22,20,3909
Moscow,Simferopol,Аэрофлот,2015-04-22,23,5868
Moscow,Simferopol,Аэрофлот,2015-04-22,25,4640
Moscow,Simferopol,Аэрофлот,2015-04-22,26,4640
Moscow,Simferopol,Аэрофлот,2015-04-22,31,4640
Moscow,Simferopol,Аэрофлот,2015-04-22,36,4800
Moscow,Simferopol,Аэрофлот,2015-04-22,37,4640
Moscow,Simferopol,Аэрофлот,2015-04-22,60,4640
Moscow,Simferopol,Аэрофлот,2015-04-21,0,4422
Moscow,Simferopol,Аэрофлот,2015-04-21,1,4500
Moscow,Simferopol,Аэрофлот,2015-04-21,3,4500
Moscow,Simferopol,Аэрофлот,2015-04-21,4,3805
Moscow,Simferopol,Аэрофлот,2015-04-21,5,4117
Moscow,Simferopol,Аэрофлот,2015-04-21,6,3902
Moscow,Simferopol,Аэрофлот,2015-04-21,10,3902
Moscow,Simferopol,Аэрофлот,2015-04-21,14,3909
Moscow,Simferopol,Аэрофлот,2015-04-21,29,4640
Moscow,Simferopol,Аэрофлот,2015-04-21,40,5868
Moscow,Simferopol,Аэрофлот,2015-04-21,46,4640
Moscow,Simferopol,Аэрофлот,2015-04-20,0,4811
Moscow,Simferopol,Аэрофлот,2015-04-20,1,4537
Moscow,Simferopol,Аэрофлот,2015-04-20,2,3750
Moscow,Simferopol,Аэрофлот,2015-04-20,5,3902
Moscow,Simferopol,Аэрофлот,2015-04-20,6,4101
Moscow,Simferopol,Аэрофлот,2015-04-20,9,3902
Moscow,Simferopol,Аэрофлот,2015-04-20,10,4760
Moscow,Simferopol,Аэрофлот,2015-04-20,13,3909
Moscow,Simferopol,Аэрофлот,2015-04-20,14,3486
Moscow,Simferopol,Аэрофлот,2015-04-20,16,3474
Moscow,Simferopol,Аэрофлот,2015-04-20,17,4029
Moscow,Simferopol,Аэрофлот,2015-04-20,18,4635
Moscow,Simferopol,Аэрофлот,2015-04-20,19,4640
Moscow,Simferopol,Аэрофлот,2015-04-20,23,4774
Moscow,Simferopol,Аэрофлот,2015-04-20,24,4640
Moscow,Simferopol,Аэрофлот,2015-04-20,28,4640
Moscow,Simferopol,Аэрофлот,2015-04-20,32,5868
Moscow,Simferopol,Аэрофлот,2015-04-20,46,4640
Moscow,Simferopol,Аэрофлот,2015-04-20,47,4640
Moscow,Simferopol,Аэрофлот,2015-04-20,51,4755
Moscow,Simferopol,Аэрофлот,2015-04-20,52,4640
Moscow,Simferopol,Аэрофлот,2015-04-20,53,4640
Moscow,Simferopol,Аэрофлот,2015-04-20,54,4640
Moscow,Simferopol,Аэрофлот,2015-04-20,59,7896
Moscow,Simferopol,Аэрофлот,2015-04-20,77,4400
Moscow,Simferopol,Аэрофлот,2015-04-20,81,4643
Moscow,Simferopol,Аэрофлот,2015-04-20,86,4358
Moscow,Simferopol,Аэрофлот,2015-04-19,0,6830
Moscow,Simferopol,Аэрофлот,2015-04-19,1,3900
Moscow,Simferopol,Аэрофлот,2015-04-19,2,4760
Moscow,Simferopol,Аэрофлот,2015-04-19,3,3902
Moscow,Simferopol,Аэрофлот,2015-04-19,4,4760
Moscow,Simferopol,Аэрофлот,2015-04-19,5,3903
Moscow,Simferopol,Аэрофлот,2015-04-19,7,3902
Moscow,Simferopol,Аэрофлот,2015-04-19,8,4101
Moscow,Simferopol,Аэрофлот,2015-04-19,9,4331
Moscow,Simferopol,Аэрофлот,2015-04-19,10,4101
Moscow,Simferopol,Аэрофлот,2015-04-19,14,4760
Moscow,Simferopol,Аэрофлот,2015-04-19,15,4894
Moscow,Simferopol,Аэрофлот,2015-04-19,16,3909
Moscow,Simferopol,Аэрофлот,2015-04-19,18,4640
Moscow,Simferopol,Аэрофлот,2015-04-19,20,5868
Moscow,Simferopol,Аэрофлот,2015-04-19,22,4640
Moscow,Simferopol,Аэрофлот,2015-04-19,25,4640
Moscow,Simferopol,Аэрофлот,2015-04-19,26,5868
Moscow,Simferopol,Аэрофлот,2015-04-19,27,13746
Moscow,Simferopol,Аэрофлот,2015-04-19,32,4640
Moscow,Simferopol,Аэрофлот,2015-04-19,33,4640
Moscow,Simferopol,Аэрофлот,2015-04-19,34,5868
Moscow,Simferopol,Аэрофлот,2015-04-19,36,4640
Moscow,Simferopol,Аэрофлот,2015-04-19,39,4640
Moscow,Simferopol,Аэрофлот,2015-04-19,43,4640
Moscow,Simferopol,Аэрофлот,2015-04-19,44,4640
Moscow,Simferopol,Аэрофлот,2015-04-19,46,4640
Moscow,Simferopol,Аэрофлот,2015-04-19,57,4640
Moscow,Simferopol,Аэрофлот,2015-04-19,60,8036
Moscow,Simferopol,Аэрофлот,2015-04-19,70,7429
Moscow,Simferopol,Аэрофлот,2015-04-19,76,4536
Moscow,Simferopol,Аэрофлот,2015-04-18,0,4205
Moscow,Simferopol,Аэрофлот,2015-04-18,1,4662
Moscow,Simferopol,Аэрофлот,2015-04-18,2,3902
Moscow,Simferopol,Аэрофлот,2015-04-18,3,4009
Moscow,Simferopol,Аэрофлот,2015-04-18,6,3902
Moscow,Simferopol,Аэрофлот,2015-04-18,8,4827
Moscow,Simferopol,Аэрофлот,2015-04-18,9,3902
Moscow,Simferopol,Аэрофлот,2015-04-18,11,3694
Moscow,Simferopol,Аэрофлот,2015-04-18,12,3909
Moscow,Simferopol,Аэрофлот,2015-04-18,13,4322
Moscow,Simferopol,Аэрофлот,2015-04-18,15,4193
Moscow,Simferopol,Аэрофлот,2015-04-18,16,3906
Moscow,Simferopol,Аэрофлот,2015-04-18,19,5868
Moscow,Simferopol,Аэрофлот,2015-04-18,21,5868
Moscow,Simferopol,Аэрофлот,2015-04-18,22,4640
Moscow,Simferopol,Аэрофлот,2015-04-18,24,4475
Moscow,Simferopol,Аэрофлот,2015-04-18,25,4640
Moscow,Simferopol,Аэрофлот,2015-04-18,27,4640
Moscow,Simferopol,Аэрофлот,2015-04-18,30,4640
Moscow,Simferopol,Аэрофлот,2015-04-18,32,4640
Moscow,Simferopol,Аэрофлот,2015-04-18,33,4640
Moscow,Simferopol,Аэрофлот,2015-04-18,39,4640
Moscow,Simferopol,Аэрофлот,2015-04-18,44,4640
Moscow,Simferopol,Аэрофлот,2015-04-18,47,4640
Moscow,Simferopol,Аэрофлот,2015-04-18,50,4640
Moscow,Simferopol,Аэрофлот,2015-04-18,54,4475
Moscow,Simferopol,Аэрофлот,2015-04-18,67,7429
Moscow,Simferopol,Аэрофлот,2015-04-18,70,7429
Moscow,Simferopol,Аэрофлот,2015-04-18,74,4536
Moscow,Simferopol,Аэрофлот,2015-04-18,77,4536
Moscow,Simferopol,Аэрофлот,2015-04-17,0,6856
Moscow,Simferopol,Аэрофлот,2015-04-17,1,5455
Moscow,Simferopol,Аэрофлот,2015-04-17,2,12624
Moscow,Simferopol,Аэрофлот,2015-04-17,3,6492
Moscow,Simferopol,Аэрофлот,2015-04-17,5,3902
Moscow,Simferopol,Аэрофлот,2015-04-17,7,3909
Moscow,Simferopol,Аэрофлот,2015-04-17,8,3905
Moscow,Simferopol,Аэрофлот,2015-04-17,9,3909
Moscow,Simferopol,Аэрофлот,2015-04-17,10,3909
Moscow,Simferopol,Аэрофлот,2015-04-17,13,3980
Moscow,Simferopol,Аэрофлот,2015-04-17,14,4193
Moscow,Simferopol,Аэрофлот,2015-04-17,15,3909
Moscow,Simferopol,Аэрофлот,2015-04-17,18,5868
Moscow,Simferopol,Аэрофлот,2015-04-17,19,4640
Moscow,Simferopol,Аэрофлот,2015-04-17,24,4640
Moscow,Simferopol,Аэрофлот,2015-04-17,26,4640
Moscow,Simferopol,Аэрофлот,2015-04-17,28,4640
Moscow,Simferopol,Аэрофлот,2015-04-17,30,4640
Moscow,Simferopol,Аэрофлот,2015-04-17,35,5814
Moscow,Simferopol,Аэрофлот,2015-04-17,36,5868
Moscow,Simferopol,Аэрофлот,2015-04-17,37,5254
Moscow,Simferopol,Аэрофлот,2015-04-17,38,4640
Moscow,Simferopol,Аэрофлот,2015-04-17,43,4640
Moscow,Simferopol,Аэрофлот,2015-04-17,44,4640
Moscow,Simferopol,Аэрофлот,2015-04-17,45,5868
Moscow,Simferopol,Аэрофлот,2015-04-17,46,4640
Moscow,Simferopol,Аэрофлот,2015-04-17,48,4640
Moscow,Simferopol,Аэрофлот,2015-04-17,51,4640
Moscow,Simferopol,Аэрофлот,2015-04-17,54,4640
Moscow,Simferopol,Аэрофлот,2015-04-17,66,7429
Moscow,Simferopol,Аэрофлот,2015-04-17,75,4536
Moscow,Simferopol,Аэрофлот,2015-04-17,84,5717
Moscow,Simferopol,Аэрофлот,2015-04-17,89,4552
Moscow,Simferopol,Аэрофлот,2015-04-16,0,8076
Moscow,Simferopol,Аэрофлот,2015-04-16,1,4418
Moscow,Simferopol,Аэрофлот,2015-04-16,3,4805
Moscow,Simferopol,Аэрофлот,2015-04-16,5,4444
Moscow,Simferopol,Аэрофлот,2015-04-16,7,4054
Moscow,Simferopol,Аэрофлот,2015-04-16,8,3902
Moscow,Simferopol,Аэрофлот,2015-04-16,9,4193
Moscow,Simferopol,Аэрофлот,2015-04-16,10,3909
Moscow,Simferopol,Аэрофлот,2015-04-16,11,3909
Moscow,Simferopol,Аэрофлот,2015-04-16,13,4193
Moscow,Simferopol,Аэрофлот,2015-04-16,14,4457
Moscow,Simferopol,Аэрофлот,2015-04-16,15,4640
Moscow,Simferopol,Аэрофлот,2015-04-16,19,4640
Moscow,Simferopol,Аэрофлот,2015-04-16,20,4640
Moscow,Simferopol,Аэрофлот,2015-04-16,22,4640
Moscow,Simferopol,Аэрофлот,2015-04-16,24,4640
Moscow,Simferopol,Аэрофлот,2015-04-16,30,5214
Moscow,Simferopol,Аэрофлот,2015-04-16,44,4640
Moscow,Simferopol,Аэрофлот,2015-04-16,51,5868
Moscow,Simferopol,Аэрофлот,2015-04-16,59,7536
Moscow,Simferopol,Аэрофлот,2015-04-16,61,7420
Moscow,Simferopol,Аэрофлот,2015-04-16,77,4540
Moscow,Simferopol,Аэрофлот,2015-04-16,82,4547
Moscow,Simferopol,Аэрофлот,2015-04-16,88,4552
Moscow,Simferopol,Аэрофлот,2015-04-15,0,4106
Moscow,Simferopol,Аэрофлот,2015-04-15,1,4191
Moscow,Simferopol,Аэрофлот,2015-04-15,2,4760
Moscow,Simferopol,Аэрофлот,2015-04-15,5,3902
Moscow,Simferopol,Аэрофлот,2015-04-15,6,4248
Moscow,Simferopol,Аэрофлот,2015-04-15,8,4050
Moscow,Simferopol,Аэрофлот,2015-04-15,10,3909
Moscow,Simferopol,Аэрофлот,2015-04-15,12,4263
Moscow,Simferopol,Аэрофлот,2015-04-15,13,3909
Moscow,Simferopol,Аэрофлот,2015-04-15,14,4640
Moscow,Simferopol,Аэрофлот,2015-04-15,19,4640
Moscow,Simferopol,Аэрофлот,2015-04-15,22,4640
Moscow,Simferopol,Аэрофлот,2015-04-15,26,5868
Moscow,Simferopol,Аэрофлот,2015-04-15,28,4640
Moscow,Simferopol,Аэрофлот,2015-04-15,31,5868
Moscow,Simferopol,Аэрофлот,2015-04-15,32,5868
Moscow,Simferopol,Аэрофлот,2015-04-15,40,4420
Moscow,Simferopol,Аэрофлот,2015-04-15,41,4420
Moscow,Simferopol,Аэрофлот,2015-04-15,42,4640
Moscow,Simferopol,Аэрофлот,2015-04-15,45,4640
Moscow,Simferopol,Аэрофлот,2015-04-15,47,4640
Moscow,Simferopol,Аэрофлот,2015-04-15,52,4640
Moscow,Simferopol,Аэрофлот,2015-04-15,53,4640
Moscow,Simferopol,Аэрофлот,2015-04-15,63,7683
Moscow,Simferopol,Аэрофлот,2015-04-15,73,4400
Moscow,Simferopol,Аэрофлот,2015-04-14,0,4463
Moscow,Simferopol,Аэрофлот,2015-04-14,1,5081
Moscow,Simferopol,Аэрофлот,2015-04-14,2,4760
Moscow,Simferopol,Аэрофлот,2015-04-14,3,4894
Moscow,Simferopol,Аэрофлот,2015-04-14,4,3941
Moscow,Simferopol,Аэрофлот,2015-04-14,5,3905
Moscow,Simferopol,Аэрофлот,2015-04-14,6,4760
Moscow,Simferopol,Аэрофлот,2015-04-14,7,3909
Moscow,Simferopol,Аэрофлот,2015-04-14,8,3909
Moscow,Simferopol,Аэрофлот,2015-04-14,9,3909
Moscow,Simferopol,Аэрофлот,2015-04-14,11,3909
Moscow,Simferopol,Аэрофлот,2015-04-14,12,3909
Moscow,Simferopol,Аэрофлот,2015-04-14,15,4640
Moscow,Simferopol,Аэрофлот,2015-04-14,20,4640
Moscow,Simferopol,Аэрофлот,2015-04-14,23,4640
Moscow,Simferopol,Аэрофлот,2015-04-14,24,4640
Moscow,Simferopol,Аэрофлот,2015-04-14,33,4885
Moscow,Simferopol,Аэрофлот,2015-04-14,43,4640
Moscow,Simferopol,Аэрофлот,2015-04-14,61,7420
Moscow,Simferopol,Аэрофлот,2015-04-14,62,7683
Moscow,Simferopol,Аэрофлот,2015-04-14,63,7429
Moscow,Simferopol,Аэрофлот,2015-04-13,0,5174
Moscow,Simferopol,Аэрофлот,2015-04-13,1,5455
Moscow,Simferopol,Аэрофлот,2015-04-13,2,4233
Moscow,Simferopol,Аэрофлот,2015-04-13,3,3862
Moscow,Simferopol,Аэрофлот,2015-04-13,4,3902
Moscow,Simferopol,Аэрофлот,2015-04-13,6,2932
Moscow,Simferopol,Аэрофлот,2015-04-13,9,3909
Moscow,Simferopol,Аэрофлот,2015-04-13,10,4543
Moscow,Simferopol,Аэрофлот,2015-04-13,11,3909
Moscow,Simferopol,Аэрофлот,2015-04-13,12,4640
Moscow,Simferopol,Аэрофлот,2015-04-13,13,5765
Moscow,Simferopol,Аэрофлот,2015-04-13,16,5868
Moscow,Simferopol,Аэрофлот,2015-04-13,18,4640
Moscow,Simferopol,Аэрофлот,2015-04-13,19,5868
Moscow,Simferopol,Аэрофлот,2015-04-13,20,4640
Moscow,Simferopol,Аэрофлот,2015-04-13,21,4640
Moscow,Simferopol,Аэрофлот,2015-04-13,24,4640
Moscow,Simferopol,Аэрофлот,2015-04-13,25,4640
Moscow,Simferopol,Аэрофлот,2015-04-13,30,5760
Moscow,Simferopol,Аэрофлот,2015-04-13,32,4640
Moscow,Simferopol,Аэрофлот,2015-04-13,39,4640
Moscow,Simferopol,Аэрофлот,2015-04-13,40,4640
Moscow,Simferopol,Аэрофлот,2015-04-13,41,4640
Moscow,Simferopol,Аэрофлот,2015-04-13,45,4640
Moscow,Simferopol,Аэрофлот,2015-04-13,68,4643
Moscow,Simferopol,Аэрофлот,2015-04-13,75,4540
Moscow,Simferopol,Аэрофлот,2015-04-12,0,4612
Moscow,Simferopol,Аэрофлот,2015-04-12,1,4894
Moscow,Simferopol,Аэрофлот,2015-04-12,2,3905
Moscow,Simferopol,Аэрофлот,2015-04-12,3,3902
Moscow,Simferopol,Аэрофлот,2015-04-12,4,4760
Moscow,Simferopol,Аэрофлот,2015-04-12,6,4122
Moscow,Simferopol,Аэрофлот,2015-04-12,7,4193
Moscow,Simferopol,Аэрофлот,2015-04-12,9,3909
Moscow,Simferopol,Аэрофлот,2015-04-12,10,4279
Moscow,Simferopol,Аэрофлот,2015-04-12,12,5760
Moscow,Simferopol,Аэрофлот,2015-04-12,15,5868
Moscow,Simferopol,Аэрофлот,2015-04-12,16,5868
Moscow,Simferopol,Аэрофлот,2015-04-12,20,4640
Moscow,Simferopol,Аэрофлот,2015-04-12,25,5868
Moscow,Simferopol,Аэрофлот,2015-04-12,38,4885
Moscow,Simferopol,Аэрофлот,2015-04-12,39,4311
Moscow,Simferopol,Аэрофлот,2015-04-12,45,4640
Moscow,Simferopol,Аэрофлот,2015-04-12,46,4640
Moscow,Simferopol,Аэрофлот,2015-04-12,64,7429
Moscow,Simferopol,Аэрофлот,2015-04-12,70,4643
Moscow,Simferopol,Аэрофлот,2015-04-12,76,4750
Moscow,Simferopol,Аэрофлот,2015-04-11,0,4407
Moscow,Simferopol,Аэрофлот,2015-04-11,1,4175
Moscow,Simferopol,Аэрофлот,2015-04-11,3,3909
Moscow,Simferopol,Аэрофлот,2015-04-11,4,4237
Moscow,Simferopol,Аэрофлот,2015-04-11,5,3909
Moscow,Simferopol,Аэрофлот,2015-04-11,8,3909
Moscow,Simferopol,Аэрофлот,2015-04-11,9,4760
Moscow,Simferopol,Аэрофлот,2015-04-11,10,4640
Moscow,Simferopol,Аэрофлот,2015-04-11,12,4640
Moscow,Simferopol,Аэрофлот,2015-04-11,13,4640
Moscow,Simferopol,Аэрофлот,2015-04-11,18,4640
Moscow,Simferopol,Аэрофлот,2015-04-11,19,5868
Moscow,Simferopol,Аэрофлот,2015-04-11,28,5868
Moscow,Simferopol,Аэрофлот,2015-04-11,30,5868
Moscow,Simferopol,Аэрофлот,2015-04-11,33,4640
Moscow,Simferopol,Аэрофлот,2015-04-11,36,5089
Moscow,Simferopol,Аэрофлот,2015-04-11,41,4640
Moscow,Simferopol,Аэрофлот,2015-04-11,46,4311
Moscow,Simferopol,Аэрофлот,2015-04-11,53,6710
Moscow,Simferopol,Аэрофлот,2015-04-11,66,4601
Moscow,Simferopol,Аэрофлот,2015-04-11,69,5283
Moscow,Simferopol,Аэрофлот,2015-04-11,73,4547
Moscow,Simferopol,Аэрофлот,2015-04-11,79,4640
Moscow,Simferopol,Аэрофлот,2015-04-11,87,4543
Moscow,Simferopol,Аэрофлот,2015-04-10,0,4706
Moscow,Simferopol,Аэрофлот,2015-04-10,1,4827
Moscow,Simferopol,Аэрофлот,2015-04-10,2,4474
Moscow,Simferopol,Аэрофлот,2015-04-10,3,4446
Moscow,Simferopol,Аэрофлот,2015-04-10,4,3909
Moscow,Simferopol,Аэрофлот,2015-04-10,5,4072
Moscow,Simferopol,Аэрофлот,2015-04-10,6,4193
Moscow,Simferopol,Аэрофлот,2015-04-10,7,3909
Moscow,Simferopol,Аэрофлот,2015-04-10,8,4274
Moscow,Simferopol,Аэрофлот,2015-04-10,9,4640
Moscow,Simferopol,Аэрофлот,2015-04-10,10,5847
Moscow,Simferopol,Аэрофлот,2015-04-10,11,5868
Moscow,Simferopol,Аэрофлот,2015-04-10,12,5760
Moscow,Simferopol,Аэрофлот,2015-04-10,13,4640
Moscow,Simferopol,Аэрофлот,2015-04-10,15,4652
Moscow,Simferopol,Аэрофлот,2015-04-10,20,4640
Moscow,Simferopol,Аэрофлот,2015-04-10,21,4815
Moscow,Simferopol,Аэрофлот,2015-04-10,25,5868
Moscow,Simferopol,Аэрофлот,2015-04-10,33,12778
Moscow,Simferopol,Аэрофлот,2015-04-10,36,4640
Moscow,Simferopol,Аэрофлот,2015-04-10,37,4640
Moscow,Simferopol,Аэрофлот,2015-04-10,39,4640
Moscow,Simferopol,Аэрофлот,2015-04-10,42,4640
Moscow,Simferopol,Аэрофлот,2015-04-10,43,4640
Moscow,Simferopol,Аэрофлот,2015-04-10,48,4640
Moscow,Simferopol,Аэрофлот,2015-04-10,67,4536
Moscow,Simferopol,Аэрофлот,2015-04-09,0,4474
Moscow,Simferopol,Аэрофлот,2015-04-09,1,5268
Moscow,Simferopol,Аэрофлот,2015-04-09,2,4872
Moscow,Simferopol,Аэрофлот,2015-04-09,3,3982
Moscow,Simferopol,Аэрофлот,2015-04-09,4,3909
Moscow,Simferopol,Аэрофлот,2015-04-09,7,3909
Moscow,Simferopol,Аэрофлот,2015-04-09,10,4640
Moscow,Simferopol,Аэрофлот,2015-04-09,11,5049
Moscow,Simferopol,Аэрофлот,2015-04-09,12,4640
Moscow,Simferopol,Аэрофлот,2015-04-09,35,4640
Moscow,Simferopol,Аэрофлот,2015-04-09,47,8483
Moscow,Simferopol,Аэрофлот,2015-04-09,63,4645
Moscow,Simferopol,Аэрофлот,2015-04-09,77,6115
Moscow,Simferopol,Аэрофлот,2015-04-09,86,5203
Moscow,Simferopol,Аэрофлот,2015-04-08,0,4265
Moscow,Simferopol,Аэрофлот,2015-04-08,1,6474
Moscow,Simferopol,Аэрофлот,2015-04-08,2,4760
Moscow,Simferopol,Аэрофлот,2015-04-08,3,4571
Moscow,Simferopol,Аэрофлот,2015-04-08,4,4760
Moscow,Simferopol,Аэрофлот,2015-04-08,5,4760
Moscow,Simferopol,Аэрофлот,2015-04-08,9,4640
Moscow,Simferopol,Аэрофлот,2015-04-08,10,4640
Moscow,Simferopol,Аэрофлот,2015-04-08,11,5868
Moscow,Simferopol,Аэрофлот,2015-04-08,16,5868
Moscow,Simferopol,Аэрофлот,2015-04-08,20,5049
Moscow,Simferopol,Аэрофлот,2015-04-08,21,5868
Moscow,Simferopol,Аэрофлот,2015-04-08,22,4640
Moscow,Simferopol,Аэрофлот,2015-04-08,33,4640
Moscow,Simferopol,Аэрофлот,2015-04-08,34,4640
Moscow,Simferopol,Аэрофлот,2015-04-08,40,4640
Moscow,Simferopol,Аэрофлот,2015-04-07,0,4056
Moscow,Simferopol,Аэрофлот,2015-04-07,1,7774
Moscow,Simferopol,Аэрофлот,2015-04-07,3,4193
Moscow,Simferopol,Аэрофлот,2015-04-07,4,4312
Moscow,Simferopol,Аэрофлот,2015-04-07,5,3909
Moscow,Simferopol,Аэрофлот,2015-04-07,7,4640
Moscow,Simferopol,Аэрофлот,2015-04-07,14,4640
Moscow,Simferopol,Аэрофлот,2015-04-07,35,5868
Moscow,Simferopol,Аэрофлот,2015-04-06,0,4755
Moscow,Simferopol,Аэрофлот,2015-04-06,1,4894
Moscow,Simferopol,Аэрофлот,2015-04-06,2,3985
Moscow,Simferopol,Аэрофлот,2015-04-06,3,3974
Moscow,Simferopol,Аэрофлот,2015-04-06,4,5760
Moscow,Simferopol,Аэрофлот,2015-04-06,5,4652
Moscow,Simferopol,Аэрофлот,2015-04-06,6,5049
Moscow,Simferopol,Аэрофлот,2015-04-06,7,5868
Moscow,Simferopol,Аэрофлот,2015-04-06,8,5868
Moscow,Simferopol,Аэрофлот,2015-04-06,9,5868
Moscow,Simferopol,Аэрофлот,2015-04-06,10,4885
Moscow,Simferopol,Аэрофлот,2015-04-06,17,4640
Moscow,Simferopol,Аэрофлот,2015-04-06,21,4640
Moscow,Simferopol,Аэрофлот,2015-04-06,40,4640
Moscow,Simferopol,Аэрофлот,2015-04-06,42,4640
Moscow,Simferopol,Аэрофлот,2015-04-06,43,4402
Moscow,Simferopol,Аэрофлот,2015-04-06,73,6115
Moscow,Simferopol,Аэрофлот,2015-04-05,0,4491
Moscow,Simferopol,Аэрофлот,2015-04-05,1,4256
Moscow,Simferopol,Аэрофлот,2015-04-05,2,4334
Moscow,Simferopol,Аэрофлот,2015-04-05,3,4562
Moscow,Simferopol,Аэрофлот,2015-04-05,5,5868
Moscow,Simferopol,Аэрофлот,2015-04-05,7,5868
Moscow,Simferopol,Аэрофлот,2015-04-05,11,5868
Moscow,Simferopol,Аэрофлот,2015-04-05,14,3116
Moscow,Simferopol,Аэрофлот,2015-04-05,15,4053
Moscow,Simferopol,Аэрофлот,2015-04-05,20,5868
Moscow,Simferopol,Аэрофлот,2015-04-05,21,4640
Moscow,Simferopol,Аэрофлот,2015-04-05,28,4640
Moscow,Simferopol,Аэрофлот,2015-04-05,31,4640
Moscow,Simferopol,Аэрофлот,2015-04-05,32,4420
Moscow,Simferopol,Аэрофлот,2015-04-05,33,5308
Moscow,Simferopol,Аэрофлот,2015-04-05,35,4640
Moscow,Simferopol,Аэрофлот,2015-04-05,36,4640
Moscow,Simferopol,Аэрофлот,2015-04-05,40,4640
Moscow,Simferopol,Аэрофлот,2015-04-04,0,9024
Moscow,Simferopol,Аэрофлот,2015-04-04,1,3909
Moscow,Simferopol,Аэрофлот,2015-04-04,2,2255
Moscow,Simferopol,Аэрофлот,2015-04-04,14,4311
Moscow,Simferopol,Аэрофлот,2015-04-04,17,4420
