from,to,carrier,departure,days_to_departure,price
Moscow,Simferopol,Аэрофлот,2014-07-28,2,3890
Moscow,Simferopol,Аэрофлот,2014-07-28,3,4230
Moscow,Simferopol,Аэрофлот,2014-07-28,4,4474
Moscow,Simferopol,Аэрофлот,2014-07-28,5,4448
Moscow,Simferopol,Аэрофлот,2014-07-28,6,4404
Moscow,Simferopol,Аэрофлот,2014-07-28,8,4376
Moscow,Simferopol,Аэрофлот,2014-07-28,11,4404
Moscow,Simferopol,Аэрофлот,2014-07-28,17,4230
Moscow,Simferopol,Аэрофлот,2014-07-28,21,7508
Moscow,Simferopol,Аэрофлот,2014-07-28,22,4518
Moscow,Simferopol,Аэрофлот,2014-07-28,25,3847
Moscow,Simferopol,Аэрофлот,2014-07-28,27,4188
Moscow,Simferopol,Аэрофлот,2014-07-28,28,4598
Moscow,Simferopol,Аэрофлот,2014-07-28,33,4406
Moscow,Simferopol,Аэрофлот,2014-07-28,34,4406
Moscow,Simferopol,Аэрофлот,2014-07-28,36,4406
Moscow,Simferopol,Аэрофлот,2014-07-28,37,4230
Moscow,Simferopol,Аэрофлот,2014-07-28,38,4406
Moscow,Simferopol,Аэрофлот,2014-07-28,40,4190
Moscow,Simferopol,Аэрофлот,2014-07-28,41,4404
Moscow,Simferopol,Аэрофлот,2014-07-28,43,4230
Moscow,Simferopol,Аэрофлот,2014-07-28,44,3888
Moscow,Simferopol,Аэрофлот,2014-07-28,45,3926
Moscow,Simferopol,Аэрофлот,2014-07-28,61,4423
Moscow,Simferopol,Аэрофлот,2014-07-28,66,3888
Moscow,Simferopol,Аэрофлот,2014-07-28,74,3723
Moscow,Simferopol,Аэрофлот,2014-07-28,81,3888
Moscow,Simferopol,Аэрофлот,2014-07-28,85,4013
Moscow,Simferopol,Аэрофлот,2014-07-28,90,3564
Moscow,Simferopol,Аэрофлот,2014-07-27,2,4230
Moscow,Simferopol,Аэрофлот,2014-07-27,3,4230
Moscow,Simferopol,Аэрофлот,2014-07-27,4,4230
Moscow,Simferopol,Аэрофлот,2014-07-27,7,4243
Moscow,Simferopol,Аэрофлот,2014-07-27,10,4404
Moscow,Simferopol,Аэрофлот,2014-07-27,18,4474
Moscow,Simferopol,Аэрофлот,2014-07-27,23,3956
Moscow,Simferopol,Аэрофлот,2014-07-27,24,3831
Moscow,Simferopol,Аэрофлот,2014-07-27,25,3888
Moscow,Simferopol,Аэрофлот,2014-07-27,29,3747
Moscow,Simferopol,Аэрофлот,2014-07-27,31,4230
Moscow,Simferopol,Аэрофлот,2014-07-27,39,4025
Moscow,Simferopol,Аэрофлот,2014-07-27,44,3931
Moscow,Simferopol,Аэрофлот,2014-07-27,45,3731
Moscow,Simferopol,Аэрофлот,2014-07-27,51,4408
Moscow,Simferopol,Аэрофлот,2014-07-27,68,3888
Moscow,Simferopol,Аэрофлот,2014-07-27,71,4230
Moscow,Simferopol,Аэрофлот,2014-07-27,72,3723
Moscow,Simferopol,Аэрофлот,2014-07-27,73,3950
Moscow,Simferopol,Аэрофлот,2014-07-27,74,3888
Moscow,Simferopol,Аэрофлот,2014-07-27,75,3888
Moscow,Simferopol,Аэрофлот,2014-07-27,79,4230
Moscow,Simferopol,Аэрофлот,2014-07-26,1,4653
Moscow,Simferopol,Аэрофлот,2014-07-26,2,4230
Moscow,Simferopol,Аэрофлот,2014-07-26,11,4404
Moscow,Simferopol,Аэрофлот,2014-07-26,13,4404
Moscow,Simferopol,Аэрофлот,2014-07-26,14,4179
Moscow,Simferopol,Аэрофлот,2014-07-26,20,4134
Moscow,Simferopol,Аэрофлот,2014-07-26,23,3748
Moscow,Simferopol,Аэрофлот,2014-07-26,35,4406
Moscow,Simferopol,Аэрофлот,2014-07-26,37,4263
Moscow,Simferopol,Аэрофлот,2014-07-26,38,4404
Moscow,Simferopol,Аэрофлот,2014-07-26,40,3958
Moscow,Simferopol,Аэрофлот,2014-07-26,43,3901
Moscow,Simferopol,Аэрофлот,2014-07-26,44,3973
Moscow,Simferopol,Аэрофлот,2014-07-26,46,3857
Moscow,Simferopol,Аэрофлот,2014-07-26,71,3888
Moscow,Simferopol,Аэрофлот,2014-07-26,72,4042
Moscow,Simferopol,Аэрофлот,2014-07-26,75,3888
Moscow,Simferopol,Аэрофлот,2014-07-26,76,3888
Moscow,Simferopol,Аэрофлот,2014-07-26,80,3723
Moscow,Simferopol,Аэрофлот,2014-07-26,81,4423
Moscow,Simferopol,Аэрофлот,2014-07-26,82,4013
Moscow,Simferopol,Аэрофлот,2014-07-26,83,4013
Moscow,Simferopol,Аэрофлот,2014-07-26,84,3868
Moscow,Simferopol,Аэрофлот,2014-07-26,86,4013
Moscow,Simferopol,Аэрофлот,2014-07-26,87,4013
Moscow,Simferopol,Аэрофлот,2014-07-26,90,4423
Moscow,Simferopol,Аэрофлот,2014-07-25,0,4218
Moscow,Simferopol,Аэрофлот,2014-07-25,17,2879
Moscow,Simferopol,Аэрофлот,2014-07-25,19,6914
Moscow,Simferopol,Аэрофлот,2014-07-25,20,4811
Moscow,Simferopol,Аэрофлот,2014-07-25,22,3691
Moscow,Simferopol,Аэрофлот,2014-07-25,23,3974
Moscow,Simferopol,Аэрофлот,2014-07-25,24,4230
Moscow,Simferopol,Аэрофлот,2014-07-25,25,4500
Moscow,Simferopol,Аэрофлот,2014-07-25,26,4062
Moscow,Simferopol,Аэрофлот,2014-07-25,29,4598
Moscow,Simferopol,Аэрофлот,2014-07-25,31,4060
Moscow,Simferopol,Аэрофлот,2014-07-25,33,4406
Moscow,Simferopol,Аэрофлот,2014-07-25,34,4602
Moscow,Simferopol,Аэрофлот,2014-07-25,35,4406
Moscow,Simferopol,Аэрофлот,2014-07-25,36,4178
Moscow,Simferopol,Аэрофлот,2014-07-25,37,4404
Moscow,Simferopol,Аэрофлот,2014-07-25,38,4018
Moscow,Simferopol,Аэрофлот,2014-07-25,40,3931
Moscow,Simferopol,Аэрофлот,2014-07-25,42,3888
Moscow,Simferopol,Аэрофлот,2014-07-25,43,3888
Moscow,Simferopol,Аэрофлот,2014-07-25,44,3274
Moscow,Simferopol,Аэрофлот,2014-07-25,45,4240
Moscow,Simferopol,Аэрофлот,2014-07-25,47,4408
Moscow,Simferopol,Аэрофлот,2014-07-25,51,4230
Moscow,Simferopol,Аэрофлот,2014-07-25,59,4209
Moscow,Simferopol,Аэрофлот,2014-07-25,71,3888
Moscow,Simferopol,Аэрофлот,2014-07-25,72,3679
Moscow,Simferopol,Аэрофлот,2014-07-25,79,3796
Moscow,Simferopol,Аэрофлот,2014-07-25,84,4013
Moscow,Simferopol,Аэрофлот,2014-07-25,85,4013
Moscow,Simferopol,Аэрофлот,2014-07-25,87,2910
Moscow,Simferopol,Аэрофлот,2014-07-25,89,4013
Moscow,Simferopol,Аэрофлот,2014-07-24,0,4591
Moscow,Simferopol,Аэрофлот,2014-07-24,3,4404
Moscow,Simferopol,Аэрофлот,2014-07-24,5,4404
Moscow,Simferopol,Аэрофлот,2014-07-24,6,4216
Moscow,Simferopol,Аэрофлот,2014-07-24,8,4023
Moscow,Simferopol,Аэрофлот,2014-07-24,22,4402
Moscow,Simferopol,Аэрофлот,2014-07-24,23,4230
Moscow,Simferopol,Аэрофлот,2014-07-24,25,4060
Moscow,Simferopol,Аэрофлот,2014-07-24,30,4406
Moscow,Simferopol,Аэрофлот,2014-07-24,31,4192
Moscow,Simferopol,Аэрофлот,2014-07-24,32,4524
Moscow,Simferopol,Аэрофлот,2014-07-24,34,4192
Moscow,Simferopol,Аэрофлот,2014-07-24,38,4230
Moscow,Simferopol,Аэрофлот,2014-07-24,39,3890
Moscow,Simferopol,Аэрофлот,2014-07-24,41,4230
Moscow,Simferopol,Аэрофлот,2014-07-24,44,3976
Moscow,Simferopol,Аэрофлот,2014-07-24,49,4230
Moscow,Simferopol,Аэрофлот,2014-07-24,63,4230
Moscow,Simferopol,Аэрофлот,2014-07-24,64,4230
Moscow,Simferopol,Аэрофлот,2014-07-24,67,3888
Moscow,Simferopol,Аэрофлот,2014-07-24,69,3681
Moscow,Simferopol,Аэрофлот,2014-07-24,76,3638
Moscow,Simferopol,Аэрофлот,2014-07-24,80,3888
Moscow,Simferopol,Аэрофлот,2014-07-24,81,4423
Moscow,Simferopol,Аэрофлот,2014-07-24,83,4013
Moscow,Simferopol,Аэрофлот,2014-07-24,85,4013
Moscow,Simferopol,Аэрофлот,2014-07-24,90,3241
Moscow,Simferopol,Аэрофлот,2014-07-23,0,4654
Moscow,Simferopol,Аэрофлот,2014-07-23,1,4474
Moscow,Simferopol,Аэрофлот,2014-07-23,2,4404
Moscow,Simferopol,Аэрофлот,2014-07-23,3,4295
Moscow,Simferopol,Аэрофлот,2014-07-23,7,4231
Moscow,Simferopol,Аэрофлот,2014-07-23,8,4474
Moscow,Simferopol,Аэрофлот,2014-07-23,17,10949
Moscow,Simferopol,Аэрофлот,2014-07-23,19,8845
Moscow,Simferopol,Аэрофлот,2014-07-23,20,3845
Moscow,Simferopol,Аэрофлот,2014-07-23,24,3802
Moscow,Simferopol,Аэрофлот,2014-07-23,29,4219
Moscow,Simferopol,Аэрофлот,2014-07-23,35,4275
Moscow,Simferopol,Аэрофлот,2014-07-23,36,4230
Moscow,Simferopol,Аэрофлот,2014-07-23,41,4230
Moscow,Simferopol,Аэрофлот,2014-07-23,43,4408
Moscow,Simferopol,Аэрофлот,2014-07-23,44,4066
Moscow,Simferopol,Аэрофлот,2014-07-23,56,4423
Moscow,Simferopol,Аэрофлот,2014-07-23,59,4230
Moscow,Simferopol,Аэрофлот,2014-07-23,62,3972
Moscow,Simferopol,Аэрофлот,2014-07-23,64,3888
Moscow,Simferopol,Аэрофлот,2014-07-23,65,3888
Moscow,Simferopol,Аэрофлот,2014-07-23,68,3679
Moscow,Simferopol,Аэрофлот,2014-07-23,69,3575
Moscow,Simferopol,Аэрофлот,2014-07-23,71,4060
Moscow,Simferopol,Аэрофлот,2014-07-23,85,4423
Moscow,Simferopol,Аэрофлот,2014-07-23,87,3369
Moscow,Simferopol,Аэрофлот,2014-07-22,2,4230
Moscow,Simferopol,Аэрофлот,2014-07-22,5,4038
Moscow,Simferopol,Аэрофлот,2014-07-22,6,4240
Moscow,Simferopol,Аэрофлот,2014-07-22,7,4295
Moscow,Simferopol,Аэрофлот,2014-07-22,16,4058
Moscow,Simferopol,Аэрофлот,2014-07-22,17,2389
Moscow,Simferopol,Аэрофлот,2014-07-22,18,4243
Moscow,Simferopol,Аэрофлот,2014-07-22,19,4391
Moscow,Simferopol,Аэрофлот,2014-07-22,20,4316
Moscow,Simferopol,Аэрофлот,2014-07-22,25,4402
Moscow,Simferopol,Аэрофлот,2014-07-22,29,3925
Moscow,Simferopol,Аэрофлот,2014-07-22,31,4406
Moscow,Simferopol,Аэрофлот,2014-07-22,34,4275
Moscow,Simferopol,Аэрофлот,2014-07-22,42,4098
Moscow,Simferopol,Аэрофлот,2014-07-22,62,4230
Moscow,Simferopol,Аэрофлот,2014-07-22,63,3888
Moscow,Simferopol,Аэрофлот,2014-07-22,64,3888
Moscow,Simferopol,Аэрофлот,2014-07-22,65,3679
Moscow,Simferopol,Аэрофлот,2014-07-22,70,3731
Moscow,Simferopol,Аэрофлот,2014-07-22,76,3820
Moscow,Simferopol,Аэрофлот,2014-07-22,86,3530
Moscow,Simferopol,Аэрофлот,2014-07-22,90,3706
Moscow,Simferopol,Аэрофлот,2014-07-21,2,4149
Moscow,Simferopol,Аэрофлот,2014-07-21,3,927
Moscow,Simferopol,Аэрофлот,2014-07-15,20,2096
Moscow,Simferopol,Аэрофлот,2014-07-15,23,4406
Moscow,Simferopol,Аэрофлот,2014-07-15,24,4406
Moscow,Simferopol,Аэрофлот,2014-07-15,29,4142
Moscow,Simferopol,Аэрофлот,2014-07-15,31,4404
Moscow,Simferopol,Аэрофлот,2014-07-15,33,6101
Moscow,Simferopol,Аэрофлот,2014-07-15,35,4194
Moscow,Simferopol,Аэрофлот,2014-07-15,39,3816
Moscow,Simferopol,Аэрофлот,2014-07-15,60,3858
Moscow,Simferopol,Аэрофлот,2014-07-15,61,4060
Moscow,Simferopol,Аэрофлот,2014-07-15,65,3958
Moscow,Simferopol,Аэрофлот,2014-07-15,67,3679
Moscow,Simferopol,Аэрофлот,2014-07-15,69,4013
Moscow,Simferopol,Аэрофлот,2014-07-15,71,3868
Moscow,Simferopol,Аэрофлот,2014-07-15,73,7736
Moscow,Simferopol,Аэрофлот,2014-07-15,74,3820
Moscow,Simferopol,Аэрофлот,2014-07-15,75,3878
Moscow,Simferopol,Аэрофлот,2014-07-15,77,3691
Moscow,Simferopol,Аэрофлот,2014-07-15,78,3856
Moscow,Simferopol,Аэрофлот,2014-07-15,81,3530
Moscow,Simferopol,Аэрофлот,2014-07-15,82,3530
Moscow,Simferopol,Аэрофлот,2014-07-15,83,3369
Moscow,Simferopol,Аэрофлот,2014-07-15,84,3772
Moscow,Simferopol,Аэрофлот,2014-07-15,86,1188
Moscow,Simferopol,Аэрофлот,2014-07-14,7,2389
Moscow,Simferopol,Аэрофлот,2014-07-14,8,4829
Moscow,Simferopol,Аэрофлот,2014-07-14,9,4829
Moscow,Simferopol,Аэрофлот,2014-07-14,11,4146
Moscow,Simferopol,Аэрофлот,2014-07-14,16,3999
Moscow,Simferopol,Аэрофлот,2014-07-14,17,4189
Moscow,Simferopol,Аэрофлот,2014-07-14,18,4402
Moscow,Simferopol,Аэрофлот,2014-07-14,19,7175
Moscow,Simferopol,Аэрофлот,2014-07-14,21,4064
Moscow,Simferopol,Аэрофлот,2014-07-14,24,4406
Moscow,Simferopol,Аэрофлот,2014-07-14,27,4190
Moscow,Simferopol,Аэрофлот,2014-07-14,29,3974
Moscow,Simferopol,Аэрофлот,2014-07-14,31,3948
Moscow,Simferopol,Аэрофлот,2014-07-14,32,3888
Moscow,Simferopol,Аэрофлот,2014-07-14,33,4066
Moscow,Simferopol,Аэрофлот,2014-07-14,59,4003
Moscow,Simferopol,Аэрофлот,2014-07-14,67,3930
Moscow,Simferopol,Аэрофлот,2014-07-14,68,3820
Moscow,Simferopol,Аэрофлот,2014-07-14,69,3948
Moscow,Simferopol,Аэрофлот,2014-07-14,70,4187
Moscow,Simferopol,Аэрофлот,2014-07-14,71,3868
Moscow,Simferopol,Аэрофлот,2014-07-14,74,4013
Moscow,Simferopol,Аэрофлот,2014-07-14,75,3964
Moscow,Simferopol,Аэрофлот,2014-07-14,76,4050
Moscow,Simferopol,Аэрофлот,2014-07-14,77,4013
Moscow,Simferopol,Аэрофлот,2014-07-14,78,4013
Moscow,Simferopol,Аэрофлот,2014-07-14,80,3627
Moscow,Simferopol,Аэрофлот,2014-07-14,81,3390
Moscow,Simferopol,Аэрофлот,2014-07-14,82,3606
Moscow,Simferopol,Аэрофлот,2014-07-14,83,3970
Moscow,Simferopol,Аэрофлот,2014-07-14,87,3638
Moscow,Simferopol,Аэрофлот,2014-07-14,88,3530
Moscow,Simferopol,Аэрофлот,2014-07-14,90,4428
Moscow,Simferopol,Аэрофлот,2014-07-13,1,4559
Moscow,Simferopol,Аэрофлот,2014-07-13,2,4350
Moscow,Simferopol,Аэрофлот,2014-07-13,3,4288
Moscow,Simferopol,Аэрофлот,2014-07-13,7,5026
Moscow,Simferopol,Аэрофлот,2014-07-13,9,4230
Moscow,Simferopol,Аэрофлот,2014-07-13,10,3679
Moscow,Simferopol,Аэрофлот,2014-07-13,25,4404
Moscow,Simferopol,Аэрофлот,2014-07-13,30,4404
Moscow,Simferopol,Аэрофлот,2014-07-13,31,4132
Moscow,Simferopol,Аэрофлот,2014-07-13,32,4180
Moscow,Simferopol,Аэрофлот,2014-07-13,33,5942
Moscow,Simferopol,Аэрофлот,2014-07-13,34,4408
Moscow,Simferopol,Аэрофлот,2014-07-13,58,4423
Moscow,Simferopol,Аэрофлот,2014-07-13,60,3888
Moscow,Simferopol,Аэрофлот,2014-07-13,62,3575
Moscow,Simferopol,Аэрофлот,2014-07-13,64,3679
Moscow,Simferopol,Аэрофлот,2014-07-13,67,4013
Moscow,Simferopol,Аэрофлот,2014-07-13,68,3723
Moscow,Simferopol,Аэрофлот,2014-07-13,71,4149
Moscow,Simferopol,Аэрофлот,2014-07-13,72,4013
Moscow,Simferopol,Аэрофлот,2014-07-13,74,3804
Moscow,Simferopol,Аэрофлот,2014-07-13,76,3530
Moscow,Simferopol,Аэрофлот,2014-07-13,78,4013
Moscow,Simferopol,Аэрофлот,2014-07-13,81,3209
Moscow,Simferopol,Аэрофлот,2014-07-13,82,4013
Moscow,Simferopol,Аэрофлот,2014-07-13,85,4080
Moscow,Simferopol,Аэрофлот,2014-07-13,87,3691
Moscow,Simferopol,Аэрофлот,2014-07-12,1,4420
Moscow,Simferopol,Аэрофлот,2014-07-12,3,3890
Moscow,Simferopol,Аэрофлот,2014-07-12,4,4189
Moscow,Simferopol,Аэрофлот,2014-07-12,7,6190
Moscow,Simferopol,Аэрофлот,2014-07-12,9,6773
Moscow,Simferopol,Аэрофлот,2014-07-12,11,4295
Moscow,Simferopol,Аэрофлот,2014-07-12,16,4402
Moscow,Simferopol,Аэрофлот,2014-07-12,20,4602
Moscow,Simferopol,Аэрофлот,2014-07-12,25,4600
Moscow,Simferopol,Аэрофлот,2014-07-12,26,4252
Moscow,Simferopol,Аэрофлот,2014-07-12,28,4340
Moscow,Simferopol,Аэрофлот,2014-07-12,30,4059
Moscow,Simferopol,Аэрофлот,2014-07-12,31,4230
Moscow,Simferopol,Аэрофлот,2014-07-12,32,4066
Moscow,Simferopol,Аэрофлот,2014-07-12,33,4066
Moscow,Simferopol,Аэрофлот,2014-07-12,34,3909
Moscow,Simferopol,Аэрофлот,2014-07-12,35,4604
Moscow,Simferopol,Аэрофлот,2014-07-12,60,3888
Moscow,Simferopol,Аэрофлот,2014-07-12,63,3888
Moscow,Simferopol,Аэрофлот,2014-07-12,67,3922
Moscow,Simferopol,Аэрофлот,2014-07-12,68,3888
Moscow,Simferopol,Аэрофлот,2014-07-12,69,3723
Moscow,Simferopol,Аэрофлот,2014-07-12,72,3820
Moscow,Simferopol,Аэрофлот,2014-07-12,74,4423
Moscow,Simferopol,Аэрофлот,2014-07-12,75,3691
Moscow,Simferopol,Аэрофлот,2014-07-12,76,4423
Moscow,Simferopol,Аэрофлот,2014-07-12,77,4044
Moscow,Simferopol,Аэрофлот,2014-07-12,78,4013
Moscow,Simferopol,Аэрофлот,2014-07-12,79,3369
Moscow,Simferopol,Аэрофлот,2014-07-12,80,5232
Moscow,Simferopol,Аэрофлот,2014-07-12,81,4058
Moscow,Simferopol,Аэрофлот,2014-07-12,85,4423
Moscow,Simferopol,Аэрофлот,2014-07-12,88,6492
Moscow,Simferopol,Аэрофлот,2014-07-12,90,4021
Moscow,Simferopol,Аэрофлот,2014-07-11,0,2919
Moscow,Simferopol,Аэрофлот,2014-07-11,2,4187
Moscow,Simferopol,Аэрофлот,2014-07-11,3,4343
Moscow,Simferopol,Аэрофлот,2014-07-11,4,3865
Moscow,Simferopol,Аэрофлот,2014-07-11,5,5400
Moscow,Simferopol,Аэрофлот,2014-07-11,6,4246
Moscow,Simferopol,Аэрофлот,2014-07-11,7,3974
Moscow,Simferopol,Аэрофлот,2014-07-11,8,3972
Moscow,Simferopol,Аэрофлот,2014-07-11,24,4404
Moscow,Simferopol,Аэрофлот,2014-07-11,25,4233
Moscow,Simferopol,Аэрофлот,2014-07-11,28,3749
Moscow,Simferopol,Аэрофлот,2014-07-11,29,3888
Moscow,Simferopol,Аэрофлот,2014-07-11,31,4066
Moscow,Simferopol,Аэрофлот,2014-07-11,32,3909
Moscow,Simferopol,Аэрофлот,2014-07-11,35,4408
Moscow,Simferopol,Аэрофлот,2014-07-11,36,4408
Moscow,Simferopol,Аэрофлот,2014-07-11,56,5233
Moscow,Simferopol,Аэрофлот,2014-07-11,58,3731
Moscow,Simferopol,Аэрофлот,2014-07-11,64,3888
Moscow,Simferopol,Аэрофлот,2014-07-11,65,3769
Moscow,Simferopol,Аэрофлот,2014-07-11,66,4133
Moscow,Simferopol,Аэрофлот,2014-07-11,69,4013
Moscow,Simferopol,Аэрофлот,2014-07-11,71,4013
Moscow,Simferopol,Аэрофлот,2014-07-11,72,3010
Moscow,Simferopol,Аэрофлот,2014-07-11,73,3048
Moscow,Simferopol,Аэрофлот,2014-07-11,76,4013
Moscow,Simferopol,Аэрофлот,2014-07-11,79,4013
Moscow,Simferopol,Аэрофлот,2014-07-11,80,4115
Moscow,Simferopol,Аэрофлот,2014-07-11,81,4013
Moscow,Simferopol,Аэрофлот,2014-07-11,86,4449
Moscow,Simferopol,Аэрофлот,2014-07-10,0,4225
Moscow,Simferopol,Аэрофлот,2014-07-10,1,6589
Moscow,Simferopol,Аэрофлот,2014-07-10,3,6093
Moscow,Simferopol,Аэрофлот,2014-07-10,4,4230
Moscow,Simferopol,Аэрофлот,2014-07-10,7,5252
Moscow,Simferopol,Аэрофлот,2014-07-10,12,4201
Moscow,Simferopol,Аэрофлот,2014-07-10,14,4316
Moscow,Simferopol,Аэрофлот,2014-07-10,18,4230
Moscow,Simferopol,Аэрофлот,2014-07-10,21,3912
Moscow,Simferopol,Аэрофлот,2014-07-10,22,4404
Moscow,Simferopol,Аэрофлот,2014-07-10,24,3888
Moscow,Simferopol,Аэрофлот,2014-07-10,25,4275
Moscow,Simferopol,Аэрофлот,2014-07-10,27,3766
Moscow,Simferopol,Аэрофлот,2014-07-10,29,4408
Moscow,Simferopol,Аэрофлот,2014-07-10,30,4123
Moscow,Simferopol,Аэрофлот,2014-07-10,34,4068
Moscow,Simferopol,Аэрофлот,2014-07-10,55,3916
Moscow,Simferopol,Аэрофлот,2014-07-10,56,3761
Moscow,Simferopol,Аэрофлот,2014-07-10,59,3916
Moscow,Simferopol,Аэрофлот,2014-07-10,62,3888
Moscow,Simferopol,Аэрофлот,2014-07-10,63,3888
Moscow,Simferopol,Аэрофлот,2014-07-10,64,3778
Moscow,Simferopol,Аэрофлот,2014-07-10,65,3723
Moscow,Simferopol,Аэрофлот,2014-07-10,72,4013
Moscow,Simferopol,Аэрофлот,2014-07-10,74,4013
Moscow,Simferopol,Аэрофлот,2014-07-10,76,4013
Moscow,Simferopol,Аэрофлот,2014-07-10,77,3369
Moscow,Simferopol,Аэрофлот,2014-07-10,78,4013
Moscow,Simferopol,Аэрофлот,2014-07-10,79,3691
Moscow,Simferopol,Аэрофлот,2014-07-10,81,4270
Moscow,Simferopol,Аэрофлот,2014-07-09,1,4178
Moscow,Simferopol,Аэрофлот,2014-07-09,2,5619
Moscow,Simferopol,Аэрофлот,2014-07-09,5,4038
Moscow,Simferopol,Аэрофлот,2014-07-09,6,3956
Moscow,Simferopol,Аэрофлот,2014-07-09,13,4230
Moscow,Simferopol,Аэрофлот,2014-07-09,15,4065
Moscow,Simferopol,Аэрофлот,2014-07-09,22,3785
Moscow,Simferopol,Аэрофлот,2014-07-09,23,3888
Moscow,Simferopol,Аэрофлот,2014-07-09,25,3997
Moscow,Simferopol,Аэрофлот,2014-07-09,27,3888
Moscow,Simferopol,Аэрофлот,2014-07-09,29,4066
Moscow,Simferopol,Аэрофлот,2014-07-09,31,4408
Moscow,Simferopol,Аэрофлот,2014-07-09,32,4408
Moscow,Simferopol,Аэрофлот,2014-07-09,42,4085
Moscow,Simferopol,Аэрофлот,2014-07-09,47,4275
Moscow,Simferopol,Аэрофлот,2014-07-09,48,4230
Moscow,Simferopol,Аэрофлот,2014-07-09,53,4230
Moscow,Simferopol,Аэрофлот,2014-07-09,54,4056
Moscow,Simferopol,Аэрофлот,2014-07-09,63,3930
Moscow,Simferopol,Аэрофлот,2014-07-09,68,4423
Moscow,Simferopol,Аэрофлот,2014-07-09,70,3250
Moscow,Simferopol,Аэрофлот,2014-07-09,74,3369
Moscow,Simferopol,Аэрофлот,2014-07-09,76,3048
Moscow,Simferopol,Аэрофлот,2014-07-09,83,3809
Moscow,Simferopol,Аэрофлот,2014-07-08,1,4651
Moscow,Simferopol,Аэрофлот,2014-07-08,2,3974
Moscow,Simferopol,Аэрофлот,2014-07-08,3,5324
Moscow,Simferopol,Аэрофлот,2014-07-08,4,4070
Moscow,Simferopol,Аэрофлот,2014-07-08,5,3883
Moscow,Simferopol,Аэрофлот,2014-07-08,6,4003
Moscow,Simferopol,Аэрофлот,2014-07-08,10,3888
Moscow,Simferopol,Аэрофлот,2014-07-08,14,4406
Moscow,Simferopol,Аэрофлот,2014-07-08,15,4371
Moscow,Simferopol,Аэрофлот,2014-07-08,16,3875
Moscow,Simferopol,Аэрофлот,2014-07-08,17,3796
Moscow,Simferopol,Аэрофлот,2014-07-08,19,4119
Moscow,Simferopol,Аэрофлот,2014-07-08,23,4032
Moscow,Simferopol,Аэрофлот,2014-07-08,26,3888
Moscow,Simferopol,Аэрофлот,2014-07-08,42,4423
Moscow,Simferopol,Аэрофлот,2014-07-08,46,4003
Moscow,Simferopol,Аэрофлот,2014-07-08,51,3888
Moscow,Simferopol,Аэрофлот,2014-07-08,52,4230
Moscow,Simferopol,Аэрофлот,2014-07-08,53,3679
Moscow,Simferopol,Аэрофлот,2014-07-08,62,4013
Moscow,Simferopol,Аэрофлот,2014-07-08,70,4013
Moscow,Simferopol,Аэрофлот,2014-07-08,73,3627
Moscow,Simferopol,Аэрофлот,2014-07-08,75,4013
Moscow,Simferopol,Аэрофлот,2014-07-08,76,3369
Moscow,Simferopol,Аэрофлот,2014-07-07,1,4892
Moscow,Simferopol,Аэрофлот,2014-07-07,2,5176
Moscow,Simferopol,Аэрофлот,2014-07-07,3,4060
Moscow,Simferopol,Аэрофлот,2014-07-07,4,3868
Moscow,Simferopol,Аэрофлот,2014-07-07,5,3983
Moscow,Simferopol,Аэрофлот,2014-07-07,11,4031
Moscow,Simferopol,Аэрофлот,2014-07-07,13,3976
Moscow,Simferopol,Аэрофлот,2014-07-07,14,4318
Moscow,Simferopol,Аэрофлот,2014-07-07,15,4315
Moscow,Simferopol,Аэрофлот,2014-07-07,19,4230
Moscow,Simferopol,Аэрофлот,2014-07-07,20,4404
Moscow,Simferopol,Аэрофлот,2014-07-07,21,4003
Moscow,Simferopol,Аэрофлот,2014-07-07,22,4027
Moscow,Simferopol,Аэрофлот,2014-07-07,24,4056
Moscow,Simferopol,Аэрофлот,2014-07-07,29,3878
Moscow,Simferopol,Аэрофлот,2014-07-07,31,4066
Moscow,Simferopol,Аэрофлот,2014-07-07,53,3655
Moscow,Simferopol,Аэрофлот,2014-07-07,59,9125
Moscow,Simferopol,Аэрофлот,2014-07-07,60,3820
Moscow,Simferopol,Аэрофлот,2014-07-07,63,4100
Moscow,Simferopol,Аэрофлот,2014-07-07,66,4095
Moscow,Simferopol,Аэрофлот,2014-07-07,67,3888
Moscow,Simferopol,Аэрофлот,2014-07-07,68,3408
Moscow,Simferopol,Аэрофлот,2014-07-07,69,3687
Moscow,Simferopol,Аэрофлот,2014-07-07,70,4423
Moscow,Simferopol,Аэрофлот,2014-07-07,71,4013
Moscow,Simferopol,Аэрофлот,2014-07-07,72,4423
Moscow,Simferopol,Аэрофлот,2014-07-07,73,3649
Moscow,Simferopol,Аэрофлот,2014-07-07,74,3155
Moscow,Simferopol,Аэрофлот,2014-07-07,75,3241
Moscow,Simferopol,Аэрофлот,2014-07-07,81,3530
Moscow,Simferopol,Аэрофлот,2014-07-07,83,4021
Moscow,Simferopol,Аэрофлот,2014-07-07,86,4525
Moscow,Simferopol,Аэрофлот,2014-07-07,88,3934
Moscow,Simferopol,Аэрофлот,2014-07-07,90,4281
Moscow,Simferopol,Аэрофлот,2014-07-06,1,4474
Moscow,Simferopol,Аэрофлот,2014-07-06,2,4268
Moscow,Simferopol,Аэрофлот,2014-07-06,3,3821
Moscow,Simferopol,Аэрофлот,2014-07-06,4,3948
